id,href,title,img,price,area,location,content,date
27808866,/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-cat-lai-prj-khu-do-thi-cat-lai/-ban-gap-dat-nen-152-hecta-ngay-trung-tam-q2-dt-5x20-so-gia-tot-nhat-truong-pr27808866,"Cần bán gấp đất nền Cát Lái 152 hecta, ngay trung tâm Q2, DT: 5x20m, sổ đỏ, giá tốt nhất thị trường",https://file4.batdongsan.com.vn/crop/350x232/2020/11/16/20201116141135-e92b_wm.jpg,,109.5 m²,"Quận 2, Hồ Chí Minh","
                        * Cần bán đất nền khu đô thị Cát Lái 152 hecta, nằm ngay trung tâm Quận 2. Khu dân cư đông đúc. Được quy hoạch 1/500, Cơ sở hạ tầng đầy đủ.- Cụm trường học từ Mẫu giáo đến THPT đã đi vào hoạt động. T
                    ",11/16/2020 17:24:58
26638350,/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-16-1-prj-diamond-riverside/ban-sap-nhan-nha-gia-tu-1-95-2-5-ty-tai-q8-hcm-goi-0941747142-hieu-pr26638350,Bán căn hộ Diamond Riverside(City Gate 2) giá từ 1.95 đến 2.5 tỷ/căn 2 và 3 phòng ngủ.LH 0941747142,https://file4.batdongsan.com.vn/crop/350x232/2020/09/24/20200924090816-0838_wm.jpg,,74 m²,"Quận 8, Hồ Chí Minh","
                        Công ty Dịch vụ Bất Động Sản 789 Chuyên bán - cho thuê căn hộ Diamond Riverside (City Gate 2) đang bàn giao nhà. - Hỗ trợ xem nhà thực tế, giao dịch trực tiếp với chủ nhà. - Diện tích 74m2 - 2 phòng 
                    ",11/16/2020 17:02:19
27569579,/ban-can-ho-chung-cu-duong-tay-son-phuong-nga-tu-so-prj-mipec-towers/chinh-chu-ban-3-pn-da-cai-tao-full-do-pr27569579,Chính chủ bán căn hộ 3PN MIPEC Tây Sơn đã cải tạo full đồ,https://file4.batdongsan.com.vn/crop/350x232/2020/10/27/20201027213934-6bcd_wm.jpg,,109 m²,"Đống Đa, Hà Nội","
                        Bán căn hộ 109m2, 3PN đã cải tạo lại công năng hợp lý, nội thất thiết bị chất lượng cao. Miễn trung gian. Cửa vào Đông Nam, ban công Tây Bắc. Để lại toàn bộ đồ chỉ xách vali tới ở. Liên hệ: Anh Tú 09
                    ",11/16/2020 16:52:30
26954278,/ban-can-ho-chung-cu-duong-vanh-dai-2-phuong-tam-binh-prj-sai-gon-avenue/t-ch-o-ngay-2pn-full-noi-that-chinh-dien-boi-lh-png-0935-885-889-pr26954278,"Căn hộ Sài Gòn Avenue 2PN, căn góc, view bắn pháo hoa, nhà mới 100%, ở ngay, LH 0906.539.693",https://file4.batdongsan.com.vn/crop/350x232/2020/09/30/20200930133433-7198_wm.jpg,,62 m²,"Thủ Đức, Hồ Chí Minh","
                        Căn hộ Thủ Đức Saigon Avenue 2PN, nhà mới, vị trí đắc địa, trung tâm, giá cả hợp lý.Nhận ký gửi mua bán cho thuê hotline 0906.539.693 (Call/fb/Zalo).+ Căn 62m2, 2PN, 2WC, 1BC, (Có kèm video thực tế).
                    ",11/16/2020 16:20:17
27811583,/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/-he-truc-tiep-chu-dau-tu-de-nhan-bang-gia-chinh-sach-mo-ban-gd1-chiet-khau-5-5-1-cay-vang-pr27811583,Mua Him Lam Vạn Phúc - làm việc trực tiếp nhân viên Him Lam Land thân thiện. Chính sách rõ ràng,https://file4.batdongsan.com.vn/crop/350x232/2020/11/16/20201116154243-cc87_wm.jpg,,91 m²,"Hà Đông, Hà Nội","
                        * Liên hệ trực tiếp phòng dự án Him Lam Vạn Phúc - hotline: 0934.025.080 (gặp Liễu) trực thuộc Him Lam Land để được tư vấn thông tin chính xác nhất.* Nhận đăng ký chọn căn vị trí shophouse - giá gốc chủ đầu tư.* Ngày 21/11/2020 sẽ chính thức mở bán - chính sách ưu đãi cực kì tốt cho khách hàng mua giai đoạn 1 - chiết khấu lên đến 5.5% + 1 cây vàng.- Hotline: 0934.025.080 (zalo/
                    ",11/16/2020 16:16:36
25856005,/ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-gap-gia-tot-nhat-chi-2-130-ty-2pn-66m2-1-750-ty-1pn-53m2-lh-0932101539-pr25856005,"Bán gấp căn hộ Q7 Riverside giá tốt nhất chỉ 2,150 tỷ/2PN 66m2, 1,750 tỷ/1PN 53m2. LH: 0932101539",https://file4.batdongsan.com.vn/crop/350x232/2020/06/15/20200615214723-632e_wm.jpg,,66 m²,"Quận 7, Hồ Chí Minh","
                        Hiện tại, dự án căn hộ Q7 Saigon Riverside có giá bán tốt nhất khu vực đường Đào Trí.+ Căn 2PN, 2WC, 66m2 giá chỉ 2.150 tỷ/ căn.+ Căn 1PN, 1WC, 53m2 giá chỉ 1.750 tỷ/ căn.Giá đã bao gồm toàn bộ thuế 
                    ",11/16/2020 15:59:36
27807899,/ban-can-ho-chung-cu-duong-nguyen-thi-dinh-phuong-cat-lai-prj-citi-esto/-tien-ban-gap-ch-citiesto-duplex-q2-dt-97m2-3pn-2wc-sap-nhan-nha-gia-re-nhat-truong-pr27807899,Chính chủ cần bán gấp CH Citi Esto Q2 - DT: 56m2 -(2PN-1WC) - Sắp nhận nhà - Giá rẻ nhất thị trường,https://file4.batdongsan.com.vn/crop/350x232/2020/11/16/20201116131826-be5e_wm.jpg,,56 m²,"Quận 2, Hồ Chí Minh","
                        Chủ đầu tư Kiến Á uy tín với những dự án đã phát triển như: Căn hộ cao cấp Imperia An Phú, biệt thự Ventura, nhà phố Citi Bella 1 và 2, căn hộ Citi Home, Citi Soho...Tiện ích cao cấp đầy đủ: Hồ bơi t
                    ",11/16/2020 15:53:49
27630045,/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-tien-xuan-prj-xanh-villas/-dang-cap-tai-ha-noi-gia-sieu-tot-chi-7-ty-can-ca-xay-tho-da-co-so-do-lh-0941-77-33-55-pr27630045,"Biệt thự đẳng cấp 5* tại Hà Nội, giá siêu tốt 6,6 tỷ/căn-cả xây thô, đã có sổ đỏ. LH: 0941.77.33.55",https://file4.batdongsan.com.vn/crop/350x232/2020/11/02/20201102113625-c9a7_wm.jpg,,271 m²,"Thạch Thất, Hà Nội","
                        Mở bán chính thức 98 căn siêu biệt thự tại Xanh Villas, với nhiều diện tích và mẫu biệt thự đa dạng. Giá chỉ từ 6,6 tỷ/căn - KH trả trước 30% = 2,2 tỷ là có thể sở hữu ngay cùng sổ đỏ trao tay cho từng lô. Cam kết không phí trả nợ trước hạn sau 2 năm.Quý khách đang tìm kiếm ngôi nhà thứ 2 cho gia đình, là nơi thật sự đẳng cấp để có thể mang đến cho quý khách niềm tự hào hãnh di
                    ",11/16/2020 15:19:59
27677930,/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-vinhomes-central-park/chuyen-nhuong-1-2-3-4-png-ngu-tai-vinmes-gia-tot-nhat-11-2020-lh-0908132054-pr27677930,Chuyển nhượng căn hộ 1-2-3-4 phòng ngủ tại Vinhomes Central Park giá tốt nhất 11/2020 LH 0908132054,https://file4.batdongsan.com.vn/crop/350x232/2020/11/05/20201105143238-29b2_wm.jpg,,54 m²,"Bình Thạnh, Hồ Chí Minh","
                        Chuyển nhượng căn hộ 1 - 2 - 3 - 4 Phòng ngủ. Giá tốt nhất tại Vinhomes Central Park. Căn hộ 1 - 2 - 3 - 4 Phòng ngủ. Giá tốt nhất tại Landmark 81. Căn hộ Officetel, Penthouse, Shophouse, biệt thự tạ
                    ",11/16/2020 14:41:06
27809102,/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/-shophouse-2-mat-tien-ha-dong-mo-ban-dot-1-ck-5-5-tang-cay-g-pr27809102,"Him Lam Vạn Phúc - shophouse 2 mặt tiền đường Tố Hữu, Hà Đông mở bán đợt 1, CK 5,5% + tặng cây vàng",https://file4.batdongsan.com.vn/crop/350x232/2020/11/16/20201116142145-f47d_wm.jpg,,91 m²,"Hà Đông, Hà Nội","
                        Vui lòng liên hệ Phòng Kinh Doanh Him Lam Land đơn vị độc quyền phát triển và kinh doanh dự án. Liên hệ xem dự án thực tế, nhận báo giá, lịch thanh toán và ưu đãi tốt nhất dự án:Trưởng bộ phận Kinh doanh. Hotline: 0903 675 770 (Zalo, viber). Email: ngoctham.huynh@himlamlnad.com Hỗ trợ xem nhà các ngày trong tuần kể cả Thứ 7, Chủ nhật.Là Shophouse duy nhất có 2 mặt tiền đường, q
                    ",11/16/2020 14:23:58
