id,href,title,img,price,area,location,content,date
27829482,/ban-nha-biet-thu-lien-ke-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-can-ban-gap-dt-200m2-vi-tri-dep-gia-tot-nhat-0989553688-pr27829482,Chính chủ cần bán cắt lỗ gấp biệt thự The Manor Central Park DT 200m2 vị trí đẹp giá tốt 0989553688,https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117175746-f2bc_wm.jpg,,200 m²,"Hoàng Mai, Hà Nội","
                        Chính chủ cần bán cắt lỗ gấp căn biệt thự The Manor Central Park diện tích 200m2. - Mặt trước là đường mặt sau là hồ bơi. - Thiết kế xây dựng 4 tầng: 4 PN + 1 phòng sinh hoạt chung, 6 vệ sinh, 1 phòn
                    ",11/17/2020 18:21:54
23307426,/ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-prj-hado-centrosa-garden/tong-hop-hang-ha-do-quan-10-hang-dep-gia-tot-3pn-138m-8-7-ty-lh-0938333846-pr23307426,"Tổng hợp hàng Hà Đô Centrosa quận 10, hàng đẹp, giá tốt: 3PN + 138m2, LH: 0938333846",https://file4.batdongsan.com.vn/crop/350x232/2019/11/05/20191105161045-1e81_wm.jpg,,108 m²,"Quận 10, Hồ Chí Minh","
                        Bán căn hộ 3PN + 1PĐN Hà Đô Centrosa.Số 200 Mặt tiền 3/2 Phường 12, Quận 10.* Block Orchid 1. Diện tích 138m2 (3PN + 1PDN). Giá bán 9.450 tỷ. Nội thất cơ bản.* Block I3. Diện tích 121m2 (3PN). Giá bá
                    ",11/17/2020 17:36:48
21998728,/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/cac-1-3pn-gia-re-nhat-thi-truong-tro-vay-80-lh-0936-721-723-mr-ai-pr21998728,"Chuyên căn hộ Masteri Thảo Điền giá rẻ nhất, hỗ trợ vay 80%. LH 0936 721 723 Mr. Hoài",https://file4.batdongsan.com.vn/crop/350x232/2019/08/07/RvFcZpPK/20190807080608-9396.jpg,,Không xác định,"Quận 2, Hồ Chí Minh","
                        Hỗ trợ xem nhà miễn phí 24/7! Liên hệ ngay để được hướng dẫn chọn căn nhà vừa ý nhất: 0936.721.723 Mr. Hoài (24/7). Ở đâu giá rẻ, Mr Hoài có giá rẻ hơn. Tôi cam kết: Giá rẻ hơn thị trường, trả sát giá chủ nhà. Miễn sao khách hàng ưng ý, tôi sẽ đưa mức giá thấp nhất. Hỗ trợ vay ngân hàng lên đến 80% giá trị căn hộ. Vị trí nhà nào Mr. Hoài cũng có, đảm bảo giá thấp nhất thị trườn
                    ",11/17/2020 16:56:41
27827933,/ban-can-ho-chung-cu-duong-nguyen-van-cu-1-phuong-bo-de-prj-berriver-long-bien/quy-goc-tang-dep-10-16-chi-tu-2-ty-view-song-hong-chiet-khau-den-9-khai-truong-nha-mau-pr27827933,Quỹ căn góc tầng đẹp 10 & 16 chỉ từ 2 tỷ view sông Hồng - chiết khấu đến 9% - khai trương nhà mẫu,https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117162444-43db_wm.jpg,,65 m²,"Long Biên, Hà Nội","
                        Quỹ căn góc vip - giá ưu đãi - tầng đẹp 10 & 16 view Sông Hồng Berriver Jardin Long Biên: - Căn 05 tầng 10: DT 65 m2, căn 2 phòng ngủ, ban công Đông Bắc, Số lượng giới hạn chỉ có 19 căn 1 tòa. Giá 2,x tỷ. - Căn góc 06 tầng 16: DT 122,64 m2, căn góc 3 phòng ngủ, ban công Đông Nam, view hồ Hàng Không. Giá 4,x tỷ. - Căn 02 tầng 12: DT 87,05 m2, căn 3 phòng ngủ, ban công Tây Bắc, v
                    ",11/17/2020 16:29:25
27827635,/ban-can-ho-chung-cu-duong-vo-van-kiet-phuong-16-1-prj-diamond-riverside/gio-hang-mua-ban-chinh-chu-ch-truc-tiep-tai-pkd-chu-dau-tu-577-lh-0902898577-pr27827635,Giỏ hàng mua bán chính chủ CH Diamond Riverside  trực tiếp tại PKD chủ đầu tư 577. LH: 0902898577,https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117160754-d4fe_wm.jpg,,73 m²,"Quận 8, Hồ Chí Minh","
                        Chủ Nhà Kẹt tiền cần bán gấp căn hộ trong tuần Diamond Riverside Võ Văn Kiệt. Giá rẻ hơn thị trường 50 - 100 triệu/căn.LH: 0902 898 577 (PKD - chủ đầu tư).- D. 2X - 2 DT: 72.25m2 giá bán 2.1 tỷ căn 2
                    ",11/17/2020 16:14:44
27518462,/ban-can-ho-chung-cu-duong-chau-van-liem-phuong-phu-do-prj-my-dinh-pearl/pkd-chu-dau-tu-tong-hop-gio-hang-dot-cuoi-moi-nhat-tai-lh-ngay-0938332255-pr27518462,PKD chủ đầu tư: Tổng hợp giỏ hàng đợt cuối mới nhất tại Mỹ Đình Pearl - LH ngay: 0938332255,https://file4.batdongsan.com.vn/crop/350x232/2020/10/23/20201023105848-6b31_wm.jpg,,79 m²,"Nam Từ Liêm, Hà Nội","
                        CĐT dự án Mỹ Đình Pearl vừa tung ra chính sách bán hàng tháng ngâu siêu khủng nhất trong năm 2020 áp dụng từ ngày 23/09/2020 đến khi có chính sách mới thay thế.Chương trình quà tặng đặc biệt. - Tặng quà tân gia trị giá 150.000.000 đồng khi mua căn hộ 3PN. - Tặng quà tân gia trị giá 100.000.000 đồng khi mua căn hộ 2PN. - Tặng quà tân gia trị giá 50.000.000 đồng khi mua căn hộ 1P
                    ",11/17/2020 15:57:13
27658883,/ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/-147m2-3pn-2wc-day-du-noi-that-gia-chot-5-8-ty-lh-037-345-6645-hoa-pr27658883,"Bán căn hộ Sunrise City, 1PN, 2PN, 3PN, 4PN, đầy đủ nội thất, giá: 2.5 tỷ, LH: 037 345 6645 Hòa",https://file4.batdongsan.com.vn/crop/350x232/2020/11/04/20201104115056-65cd_wm.jpg,,56 m²,"Quận 7, Hồ Chí Minh","
                        Hiện em đang nắm 100% căn hộ chuyển nhượng Sunrise City.Liên hệ: 037 345 6645 Thế Hòa.Diện tích căn hộ:- 56 m2, 1 phòng ngủ, 1 toilet, bếp và phòng khách rộng.- Nhà đầy đủ nội thất cao cấp, view thoá
                    ",11/17/2020 15:42:07
27826149,/ban-nha-biet-thu-lien-ke-pho-nguyen-thanh-binh-phuong-van-phuc-1-prj-him-lam-van-phuc/-shophouse-2-mat-tien-duong-lh-0938-nhan-bao-gia-chinh-thuc-pr27826149,"Him Lam Vạn Phúc shophouse 2 mặt tiền đường Nguyễn Thanh Bình, CK: 5,5%, nhận báo giá chính thức",https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117150515-be1d_wm.jpg,,84.5 m²,"Hà Đông, Hà Nội","
                        * Quý khách hàng hãy Liên hệ trực tiếp Phòng Kinh Doanh Him Lam Vạn Phúc để nhận được thông tin chính xác nhất, nhanh nhất và đảm bảo mua được giá gốc từ Him Lam. * Quý khách hãy liên hệ Phòng kinh d
                    ",11/17/2020 15:10:28
27825256,/ban-dat-xa-phu-huu-4/-ruong-gan-cau-cat-lai-view-dep-gan-song-nhin-qua-sai-gon-pr27825256,"Đất ruộng xã Phú Hữu, gần cầu Cát Lái, view đẹp gần sông nhìn qua Sài Gòn",https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117143653-1b9b_wm.jpg,,2879 m²,"Nhơn Trạch, Đồng Nai","
                        Bán đất ruộng đẹp xã Phú Hữu, Nhơn Trạch, Đồng Nai. - Diện tích 2879m2. Đường xe hơi gần tới đất, cách 100m là đường xe máy! Vị trí gần sông nhìn qua Sài Gòn. - Đất sạch, an toàn, không vướng bất kỳ quy hoạch hay tranh chấp gì. Dân cư xung quanh ở đông, điện nước đã có sẵn qua đất! - Vị trí cực đẹp, tiềm năng tăng giá rất cao.Cần nguồn tiền lo việc nên muốn bán nhanh. Giá: 1.3 
                    ",11/17/2020 14:38:44
27825067,/ban-nha-biet-thu-lien-ke-duong-an-duong-vuong-phuong-an-lac-6-prj-lux-home-gardens/-pho-compound-mt-so-rieng-ck-3-cay-vg-mien-lai-suat-1-nam-gia-goc-chi-7-74ty-pr27825067,"Nhà phố compound MT An Dương Vương, sổ riêng, CK 3 cây vàng, miễn lãi suất 1 năm, giá gốc chỉ 7tỷ74",https://file4.batdongsan.com.vn/crop/350x232/2020/11/17/20201117142630-15dd_wm.jpg,,Không xác định,"Bình Tân, Hồ Chí Minh","
                        Nhà phố compound mặt tiền đường An Dương Vương Quận Bình Tân lộ giới 30m, sổ hồng riêng, nhà mới xây, có thể ở ngay:- Diện tích: 4x14m, 4,5x12m, 5,5x15,22m, 6x11m (xây 1 trệt, 1 lửng, 2 lầu, 1 sân thượng). - Nội thất: Tủ kệ bếp trên dưới, trần thạch cao, chiếu sáng, toilet đầy đủ thiết bị, đèn chùm, phào chỉ, dán tường... - Khu compound: Bảo vệ 24/24, camera wifi, công viên nội
                    ",11/17/2020 14:31:05
