id,href,title,img,price,area,location,content,date
27758250,/ban-can-ho-chung-cu-duong-dai-lo-binh-duong-phuong-binh-hoa-prj-astral-city/ban-goc-view-san-golf-du-an-astra-ck-ngay-3-thanh-toan-30-khong-lai-suat-den-nhan-nha-pr27758250,"Góp 13.75 tr/ Tháng Để Sở Hữu Ngay Căn Hộ Có Nội Thất Astral City, Thanh Toán 30% Đến Khi Nhận Nhà",https://file4.batdongsan.com.vn/crop/350x232/2020/11/21/20201121184424-e487_wm.jpg,,72 m²,"Thuận An, Bình Dương","
                        Chương trình tri ân khách hàng đầu tư giai đoạn 1: Chiết khấu ngay 3% khi đăng ký hôm nay, mua nhà trúng xe với 6 giải thưởng xe Mercedes và 50 lượng vàng may mắn.
 
 Giá dự kiến dự án Astral City mở
                    ",11/22/2020 11:14:24
26634600,/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/-chu-nha-ban-cat-lo-sau-3-r4-dt-135m-r2-dt-90m-r1-dt-136m-0919084005-0987016576-pr26634600,"Bán cắt lỗ R31503-9,7 tỷ; R51825-6,X tỷ; R12811-3,6 tỷ; R21229-8,3 tỷ; R51610-6,2 tỷ; R42102-5,9 tỷ",https://file4.batdongsan.com.vn/crop/350x232/2020/05/06/XGCHVV4L/20200506091828-51ac_wm.jpg,,136 m²,"Thanh Xuân, Hà Nội","
                        Quý khách vui lòng liên hệ: 0915469759 (Zalo, Viber). Tất cả các căn hộ đều đã có sổ đỏ và miễn phí dịch vụ 10 năm. I: Chung cư Royal City 72A Nguyễn Trãi, Hà Nội: 1) Tòa R1 và R2. Căn số 12 - DT 88,3m2 ban công Tây Bắc, giá bán 3,5 tỷ có sổ đỏ bao tên. Căn số 24 - DT 96,3m2 ban công ĐB giá 4,2 tỷ cả ba phòng thoáng sáng, view bể bơi. Căn số 05 - DT 109m2 ban công ĐN giá 4,2 tỷ
                    ",11/22/2020 10:50:12
26140500,/ban-nha-biet-thu-lien-ke-duong-12-phuong-la-khe-prj-an-vuong-villas/b-bt-lo-goc-don-lap-4-mat-thog-g-ho-dieu-hoa-cong-vien-sieu-thi-aeon-mall-ha-dong-pr26140500,"Cần bán gấp căn biệt thự Dượng Nội, Nam Cường. Gần siêu thị Aeon, công viên LH: 0948.198.777",https://file4.batdongsan.com.vn/crop/350x232/2020/07/06/20200706152857-bd8d_wm.jpg,,180 m²,"Hà Đông, Hà Nội","
                        Bán gấp biệt thự An Vượng, tập đoàn Nam Cường, DT 180m2, mặt tiền 9m, nhà đã xây thô hoàn thiện mặt ngoài, nhận nhà ngay. Vị trí gần hồ, công viên Thiên Văn Học, gần siêu thị Aeon Mall Hà Đông, ngân 
                    ",11/22/2020 10:46:05
23486743,/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/shophouse-chi-tu-5-1-ty-n-chiet-khau-12-gia-goc-cdt-lh-0914-990-456-pr23486743,"TRỰC TIẾP TỪ CĐT BITEXCO: SHOPHOUSE BIỆT THỰ GIÁ RẺ NHẤT, CHIẾT KHẤU 12%, HỖ TRỢ 36 THÁNG KHÔNG LÃI",https://file4.batdongsan.com.vn/crop/350x232/2020/11/22/20201122103034-aa23_wm.jpg,,200 m²,"Hoàng Mai, Hà Nội","
                        Mua Shophouse, Biệt thự The Manor trực tiếp chủ đầu tư Bitexco. Chiết khấu 12%, hỗ trợ 36 tháng không lãi. Chỉ đóng 30% nhận nhà.
 Liên hệ: 0989.663.858.
 * Tổng quan:
 - Tên dự án: The Manor Central
                    ",11/22/2020 10:25:16
26078970,/ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-prj-hado-centrosa-garden/chinh-chu-doi-chieu-dung-ten-hop-dong-ban-cac-1pn-4-2-ty-2pn-5-4-ty-3pn-6-8-ty-0909187967-minh-pr26078970,"Chính chủ đối chiếu đúng tên hợp đồng bán các căn 1PN 4.2 tỷ 2PN 5.5 tỷ 3PN 6.6 tỷ, 0909187967 Minh",https://file4.batdongsan.com.vn/crop/350x232/2020/07/02/20200702072323-a9ac_wm.jpg,,61 m²,"Quận 10, Hồ Chí Minh","
                        Giỏ hàng các căn giá tốt đầu tư - cam kết báo giá thật - xem đúng căn - gặp đúng chủ - hợp đồng rõ ràng - hỗ trợ hồ sơ sang nhượng - không bỏ khách bơ vơ giữa đường.
 
 Vietcombank hỗ trợ 70% (20 năm) - Thanh toán 30% nhận nhà ở ngay.
 
 - Căn hộ DT 61m2 (1PN + 1 và 1WC) giá bán: 4.2  tỷ đến 4.680 tỷ.
 
 - Căn hộ DT 86m2 (2PN và 2WC) giá bán 5.5 tỷ đến 5.8 tỷ.
 
 - Căn hộ DT 10
                    ",11/22/2020 09:08:53
27885873,/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/truc-tiep-tu-cdt-bitexco-shophouse-gia-re-nhat-chiet-khau-12-ho-tro-36-thang-khong-lai-pr27885873,"TRỰC TIẾP TỪ CĐT BITEXCO SHOPHOUSE BIỆT THỰ GIÁ RẺ NHẤT, CHIẾT KHẤU 12%, HỖ TRỢ 36 THÁNG KHÔNG LÃI",https://file4.batdongsan.com.vn/crop/350x232/2020/11/22/20201122081244-0eb8_wm.jpg,,200 m²,"Hoàng Mai, Hà Nội","
                        Mua Shophouse, Biệt thự The Manor trực tiếp chủ đầu tư Bitexco. Chiết khấu 12%, hỗ trợ 36 tháng không lãi. Chỉ đóng 30% nhận nhà.
 
 * Tổng quan:
 - Tên dự án: The Manor Central Park.
 - Chủ đầu tư: 
                    ",11/22/2020 08:14:01
27622467,/ban-can-ho-chung-cu-duong-phan-van-hon-phuong-tan-thoi-nhat-1-prj-prosper-plaza/chinh-chu-ban-q12-da-co-so-ng-2pn-2wc-gia-1-75-ty-lh-0979524762-pr27622467,"Bán căn hộ Prosper Plaza Quận12 sắp có sổ hồng 2PN 2WC, TT 1.4 tỷ nhận nhà ngay. LH: 0979524762",https://file4.batdongsan.com.vn/crop/350x232/2020/11/01/20201101125750-68f5_wm.jpg,,50 m²,"Quận 12, Hồ Chí Minh","
                        Nhận mua bán ký gửi căn hộ - shophouse Prosper Plaza - thủ tục hồ sơ chuyển nhượng nhanh chóng, mau lẹ.
 
 - Chung cư thương mại Prosper Plaza mới bàn giao 2PN - 2WC, các căn hộ có ban công, hành lan
                    ",11/21/2020 18:36:58
27883839,/ban-dat-nen-du-an-phuong-phuoc-tan-prj-bien-hoa-new-city/chu-dau-tu-thh-ly-99-trong-tu-dt-91-va-100-150-200-250-500m2-pr27883839,Chủ đầu tư thanh lý 99 nền dự án nền Biên Hòa New City trong tuần DT 91 và 100 +150 +200-250-500m2),https://file4.batdongsan.com.vn/crop/350x232/2020/11/21/20201121182757-3538_wm.jpg,,150 m²,"Biên Hòa, Đồng Nai","
                        Chủ đầu tư thanh lý 99 nền dự án nền Biên Hòa New City trong tuần này (90m2 - 100m2 - 137m2 - 200 - 250 - 300m2).
 
 - Đất nền sổ đỏ trao tay, full thổ cư 100% cho quý khách hàng.
 Công chứng sang tê
                    ",11/21/2020 18:29:35
26984684,/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/ro-hang-1pn-2pn-3pn-du-an-emerald-cam-ket-100-co-phu-p-voi-khach-hang-pr26984684,"Dự án Emerald Celadon Rổ hàng căn hộ 1PN, 2PN, 3PN cam kết 100% có căn phù hợp với khách hàng",https://file4.batdongsan.com.vn/crop/350x232/2020/11/21/20201121163850-dc49_wm.jpg,,53 m²,"Tân Phú, Hồ Chí Minh","
                        * Group chuyển nhượng Celadon City kính gửi đến quý khách Hàng rổ hàng CH cần bán gấp giá tốt nhất, gặp trực tiếp chủ nhà để thương lượng theo giá mong muốn, cam kết giá rẻ nhất thị trường, không làm
                    ",11/21/2020 16:27:31
26803077,/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-4-15-prj-topaz-elite/tin-that-100-em-uyen-chuyen-ban-co-ngay-thap-nhat-thi-truong-lh-0934138748-pr26803077,Tin thật 100% em Uyên chuyên bán Topaz Elite có ngay căn hộ giá thấp nhất thị trường LH: 0934138748,https://file4.batdongsan.com.vn/crop/350x232/2020/08/26/20200826102509-ab8e_wm.jpg,,78 m²,"Quận 8, Hồ Chí Minh","
                        Liên hệ 0934.138.748 Uyên (zalo/viber/call). Chuyên căn hộ Topaz Elite, cập nhật giỏ hàng tháng 11/2020. Tin thật, giá thật 100%, không mất thời gian của khách hàng.Cập nhật mới nhất rất nhiều căn hộ
                    ",11/21/2020 15:43:02
