id,href,title,img,price,area,location,content,date
27862388,/ban-dat-duong-719b-phuong-mui-ne/-vuon-gia-re-chi-50k-m2-vi-tri-dac-dia-nam-ngay-khu-trung-tam-du-lich-dau-tu-sieu-loi-nhuan-pr27862388,"Đất vườn giá rẻ chỉ 50 nghìn/m2, vị trí đắc địa, nằm ngay khu trung tâm du lịch, đầu tư siêu LN",https://file4.batdongsan.com.vn/crop/350x232/2020/11/20/20201120081409-5342_wm.jpg,,2000 m²,"Phan Thiết, Bình Thuận  ","
                        Đất Bình Thuận gần biển 70.000đ/m2. Đất đã có sổ, sang tên công chứng ngay. Sân bay Phan Thiết đã duyệt quy hoạch và đang triển khai. Phát thiển du lịch trong bán kính 8km. Khu bảo tồn safari rộng 3.300ha: Hoạt động quý 4/2021. Khu nghỉ dưỡng cao cấp 5 sao: Nova World. FLC Hòa Thắng. Khu du lịch Bàu Trắng. Cách biển chỉ 10 phút. Cao tốc Phan Thiết - Vĩnh Hảo: Đang triển khai. Q
                    ",11/20/2020 08:16:31
27861196,/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-thinh-liet-prj-louis-city-hoang-mai/chinh-chu-can-ban-17-5m-lh-0961-82-82-82-pr27861196,"Bán gấp căn đường 17,5m Louis City Hoàng Mai, LH: 0961.82.82.82",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119224050-3d8f_wm.jpg,,95 m²,"Hoàng Mai, Hà Nội","
                        Cần tiền bán Louis I đường 17,5m dự án Louis City Hoàng Mai. - Diện tích: 95m2. - Hướng: Đông. - Đường trước nhà: 17,5m. Thông tin chi tiết LH: 0961.82.82.82.
                    ",11/20/2020 06:28:31
25640124,/ban-nha-rieng-phuong-thuong-cat/ban-dat-so-do-30m-gia-790tr-va-3-tang-1-ty-450tr-o-to-do-cua-hot-t-quan-bac-tu-liem-pr25640124,Bán nhà 3 tầng mới xây 1 tỷ 490 triệu-ô tô đỗ cửa-gần đại học Công Nghiệp hot nhất Quận Bắc Từ Liêm,https://file4.batdongsan.com.vn/crop/350x232/2020/07/17/20200717105725-a464_wm.jpg,,35 m²,"Bắc Từ Liêm, Hà Nội","
                        Tôi cần bán nhà tại Quận Bắc từ Liêm.
 Khu vực gần Cầu Diễn, cách Cầu Diễn 5Km gần Nhổn.
 Nhà đã có sổ đỏ.
 Cạnh dự án của Vinhomes Wonder Park 153 Ha cực đẹp, thành phố mới ngay gần nhà tôi bán.
 
 * Nhà 3 tầng xây mới cần bán giá 1,490 tỷ bao sang tên có nội thất cơ bản, nhà chưa ở, xây 35m2 đất.
 Mặt tiền nhà 4,5m.
 Nhà đỗ ô tô trước cửa nhà như xe taxi đỗ trên hình ảnh tôi 
                    ",11/19/2020 20:49:34
27859815,/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-viet-duc-complex/ban-3-pn-dien-tich-126m2-view-cong-vien-thanh-xuan-thiet-ke-cuc-dep-png-khach-rong-pr27859815,"Bán căn hộ 3 PN diện tích 126m2, view công viên Thanh Xuân, thiết kế cực đẹp. Phòng khách rộng",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119181404-2935_wm.jpg,,126 m²,"Thanh Xuân, Hà Nội","
                        - Bán căn hộ 3 phòng ngủ, 126m2 chung cư Việt Đức Complex.- Tháp 27 tầng/ 8 căn hộ sàn/ 4 thang máy/ 4 tầng TTTM/gym/spa bể bơi 4 mùa dưới chân tòa nhà/ khu vui chơi trẻ em.- Cửa vào: Đông Nam - ban 
                    ",11/19/2020 18:23:51
27404063,/ban-nha-biet-thu-lien-ke-xa-long-hung-6-prj-aqua-city/cap-t-24-7-thong-tin-du-an-pho-shophouse-gia-tot-t-thi-truong-pr27404063,"Phòng chuyển nhượng Novaland cập nhật Aqua City, giá cực tốt: 8x20m giá 6.3 tỷ, 10x20m giá 7.75 tỷ",https://file4.batdongsan.com.vn/crop/350x232/2020/10/14/20201014084252-2064_wm.jpg,,160 m²,"Biên Hòa, Đồng Nai","
                        Giỏ hàng chuyển nhượng Aqua City giá cực tốt, thích hợp cho khách hàng mua đầu tư và để ở. Call 0977771919 và 0938179199. + Diện tích 5x19.5m (97.5m2): Giá chỉ 5.2 tỷ.+ Diện tích 6x20m (120m2): Giá c
                    ",11/19/2020 18:15:05
27600124,/ban-nha-mat-pho-duong-an-son-phuong-4_3/chinh-chu-b-tien-24c-p-4-da-lat-thich-hop-de-o-hoac-kinh-doh-homestay-pr27600124,"Chính chủ bán nhà mặt tiền 24C đường An Sơn, P. 4, Đà Lạt thích hợp để ở hoặc kinh doanh homestay",https://file4.batdongsan.com.vn/crop/350x232/2020/10/30/UaN6k8zq/20201030083959-14ac_wm.jpg,,166 m²,"Đà Lạt, Lâm Đồng","
                        Chính chủ Bán nhà riêng biệt mặt tiền tại 24C khu quy hoạch đường An Sơn, phường 4, Tp. Đà Lạt. - Tổng diện tích: 166m2. - Lộ giới: 10m. Trong đó: - Hiện trạng: Gồm phòng khách, bếp và 7 phòng ngủ, t
                    ",11/19/2020 17:17:47
27858630,/ban-nha-rieng-duong-359-phuong-phuoc-long-b/an-dat-tang-cap-4-gia-re-t-khu-vuc-quan-9-cach-cau-sai-gon-6km-pr27858630,"Bán đất tặng nhà cấp 4 giá rẻ nhất khu vực Phước Long B, Quận 9, cách cầu sài gòn 6km",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119164512-2e08_wm.jpg,,80 m²,"Quận 9, Hồ Chí Minh","
                        Bán đất tặng nhà cấp 4 giá rẻ nhất khu vực Phước Long B, Quận 9, Cách cầu Sài Gòn 6km. Đất 4x20m, một tục thẳng đường Đỗ Xuân Hợp, cách mặt tiền Đỗ Xuân Hợp 100m. Tặng nhà cấp 4 thiết kế cao cấp, 1 phòng khách, 1 bếp, 2 phòng ngủ, 1 sân để xe ô tô 20m, 1 giếng trời. Thiết kế hiện đại. Cách chợ 339 200m cách chợ Phước Bình 400m cách siêu thị 120m... Đối diện là quán cafe. Cách n
                    ",11/19/2020 16:51:29
27439776,/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/chu-dau-tu-mo-ban-pho-go-vap-pr27439776,"Chủ Đầu Tư Cityland mở bán nhà phố, biệt thự Cityland Park Hills Gò Vấp",https://file4.batdongsan.com.vn/crop/350x232/2020/10/16/20201016143546-9d41_wm.jpg,,Không xác định,"Gò Vấp, Hồ Chí Minh","
                        * Chủ đầu tư Cityland chính thức mở bán nhà phố liên kế và biệt thự của dự án Cityland Park Hills, Gò Vấp giá chỉ 14.3 tỷ/căn. Phương thức thanh toán linh hoạt trong 15 tháng. Cơ hội bốc thăm trúng t
                    ",11/19/2020 15:51:35
27856618,/ban-dat-nen-du-an-duong-dt-769-xa-binh-son-4-prj-century-city/-cam-ket-loi-nhuan-20-nam-ck-len-den-7-chi-cach-san-bay-qt-long-thanh-dung-2-5km-pr27856618,"Century City cam kết lợi nhuận 20%/năm, CK lên đến 7%, chỉ cách sân bay QT Long Thành đúng 2,5km",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119150155-32b0_wm.jpg,,100 m²,"Long Thành, Đồng Nai","
                        Century City mặt tiền đường ĐT 769 giá chỉ từ 16tr/m2. Ngân hàng hỗ trợ 70% trong 25 năm. Chủ đầu tư hỗ trợ trả lãi năm đầu. Thanh toán trả góp nhiều đợt - 0% lãi suất. Thời điểm hiện tại Khách hàng mua được chiết khấu từ 5 - 7% giá trị sản phẩm. Mở bán khu đô thị phức hợp quy mô 49,8 ha, ngay khu vực quy hoạch phát triển thương mại dịch vụ, hậu cần và logistics của sân bay quố
                    ",11/19/2020 15:15:57
27856409,/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/toa-sang-mo-ban-dot-1-ck-khung-goi-ngay-pkd-de-co-can-dep-va-gia-tot-nhat-pr27856409,"Tỏa sáng Him Lam Vạn Phúc - mở bán đợt 1, ck khủng gọi ngay pkd để có căn đẹp và giá tốt nhất",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119145632-109f_wm.jpg,,94.5 m²,"Hà Đông, Hà Nội","
                        Phòng kinh doanh Him Lam Land: 0938258878. Mail: hoa.nguyen@himlamland.com Giá bán từ 12 tỷ - 18 tỷ, tiến độ giãn dài thanh toán kéo dài đến 2021. - Thông tin chi tiết dự án: + Phát triển dự án: Công ty Cổ phần kinh doanh địa ốc Him Lam. + Quy mô: 7,1 ha và mật độ xây dựng chỉ 35%. + Bao gồm 222 căn Shophouse với 2 mặt tiền trước và sau. Chia làm 3 phân khu A, B, C. + Pháp lý h
                    ",11/19/2020 15:06:30
