id,href,title,img,price,area,location,content,date
27853051,/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-thuong-1-prj-sunshine-crystal-river/quy-goc-tang-trung-duplex-truc-dien-song-hong-kdt-ciputra-et-khau-9-tang-14-vang-pr27853051,Quỹ căn góc tầng trung duplex trực diện sông hồng KĐT Ciputra - chiết khấu 9% - tặng 14 chỉ vàng,https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119113154-50a0_wm.jpg,,108 m²,"Tây Hồ, Hà Nội","
                        Quỹ căn góc VIP - giá ưu đãi - tầng trung đẹp 10 & 27, 31 view Sông Hồng & Sân golf Sunshine Crystal River: - Căn Duplex View 122m2, view Sông Hồng, Tầng Trung, giá bán 7, xxx tỷ.- Căn góc Duplex 160m2, view Bãi Biển & sân golf, giá bán 10, xxx tỷ (lô góc view Đẹp Nhất).- Căn Duplex VIP nhất dự án 227m2, Phòng khách cực lớn, view trực diện Sông Hồng, Cầu Nhật Tân, giá bán 16, x
                    ",11/19/2020 11:36:55
27852909,/ban-dat-duong-ly-thai-to-xa-phu-huu-4/-o-dep-gan-cong-chao-dan-cu-hien-lon-pr27852909,"Đất ở đẹp đường gần cổng chào xã Phú Hữu, dân cư hiện hữu đường lớn",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119112934-8a68_wm.jpg,,129 m²,"Nhơn Trạch, Đồng Nai","
                        Bán lô đất ở đẹp đường gần cổng chào xã Phú Hữu, dân cư hiện hữu đường lớn thuộc xã Phú Hữu, Nhơn Trạch.Diện tích: 129m2, ngang 10.5m. Đất ở: 65m2 thổ cư xây dựng ngay. Đất sạch, thổ cư, đường ô tô, khu dân cư biệt thự hiện hữu, điện, nước sạch tới đất, xung quanh full tiện ích. Thích hợp làm biệt thự nghỉ dưỡng, đầu tư... Giá bán: 2,95 tỷ. Liên hệ: 0935929496.
                    ",11/19/2020 11:31:04
27718263,/ban-nha-biet-thu-lien-ke-duong-3-2-2-phuong-12-11-prj-la-vida-residences/shophouse-vila-mat-tien-3-2-tp-vung-tau-nhan-giu-cho-dot-1-tt-gop-2-nam-khong-ls-lh-0908235800-pr27718263,"Lavida Residences căn shophouse biệt thự, và liền kề gốc, Giá từ 5.5 tỷ,ls 0% 2 năm,tt 30% nhận nhà",https://file4.batdongsan.com.vn/crop/350x232/2020/11/09/hCDA2aIi/20201109102255-9112_wm.jpg,,460 m²,"Vũng Tàu, Bà Rịa Vũng Tàu","
                        Nhận giữ chỗ dự án Lavida Residences Phú Mỹ Hưng tại Thành Phố Vũng Tàu, thanh toán góp 2 năm không lãi suất, 5,5 tỷ giao nhà. Lh 0908235800.Nhà phố thương mại. - Shophouse, nhà vườn. - Khu biệt thự 
                    ",11/19/2020 11:24:50
27852507,/ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-prj-hado-centrosa-garden/ha-do-sp-re-nhat-thue-ban-1pn-3-79-1pn-3-92-2pn-5-1-ty-2pn-5-6-3pn-6-13-gia-net-0777796088-pr27852507,"Hà Đô SP rẻ nhất bán 1PN 3,79tỷ; 1PN+ 3,92tỷ; 2PN 5,1 tỷ; 2PN+ 5,6tỷ; 3PN 6,13tỷ giá net 0777796088",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119111157-f86f_wm.jpg,,87 m²,"Quận 10, Hồ Chí Minh","
                        Giỏ căn hộ mới nhất rẻ nhất thị trường full sản phẩm biệt thự, mua, bán, cho thuê và rổ hàng của chủ đầu tư. Biệt thự từ 24 - 32 tỷ. Biệt thự hàng thuê chỉ từ 16 - 22 triệu * Căn hộ. - 1PN giá 3.79 tỷ diện tích 53m2. - 1PN + giá 3,92 tỷ diện tích từ 57 - 61m2. - 2PN nhỏ full nội thất giá 4,26 tỷ. - 2PN lớn giá 5,1 tỷ 87m2. - 3PN giá 5,6 tỷ. - 3PN lớn giá 6,1 tỷ. Giá net và có c
                    ",11/19/2020 11:15:14
27851886,/ban-nha-mat-pho-duong-so-2-cu-xa-do-thanh-phuong-4-12/can-ban-trong-thang-nen-gia-tot-bat-ngo-tien-5m-6-lau-hdt-55tr-thay-la-thich-pr27851886,"Cần bán trong tháng nên giá tốt bất ngờ MT Cư Xá Đô Thành 5m, 6 lầu, HĐT 55 tr/th. Thấy là thích",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119105013-0685_wm.jpg,,52.48 m²,"Quận 3, Hồ Chí Minh","
                        Tôi là chủ nhà - Cần bán trong tháng nên quý vị nào hữu duyên sẽ mua được giá tốt nhất cho căn nhà mặt tiền quận 3 ngang gần 5m 6 lầu hoành tráng lại đang có sẵn thu nhập cực đỉnh 61.4 tr/th. * Ngang
                    ",11/19/2020 11:03:31
27851301,/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-van-phuc-1-prj-him-lam-van-phuc/hot-lh-truc-tiep-chu-dau-tu-de-nhan-bang-gia-tai-chiet-khau-6-1-cay-g-pr27851301,"Hot! LH trực tiếp chủ đầu tư để nhận bảng giá, tại Him Lam Vạn Phúc, chiết khấu 6% + 1 cây vàng",https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119160035-b258_wm.jpg,,97 m²,"Hà Đông, Hà Nội","
                        * Liên hệ trực tiếp phòng dự án Him Lam Vạn Phúc - Hotline: 0934.025.080 (gặp Liễu) trực tại dự án thuộc Him Lam Land để tư vấn thông tin chính xác nhất.* Him Lam Vạn Phúc chính thức mở bán. - Thứ 7 ngày 21/11/2020. - Thời gian từ 8: 00 - 12: 00. - Địa điểm: 34 Tố Hữu sàn giao dịch BĐS Him Lam Land, Quận Hà Đông, Hà Nội.- Chiết khấu lên tới 6% khi ký hợp đồng cọc ngày mở bán. -
                    ",11/19/2020 10:32:02
15034966,/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/-0941-934-009-cat-lo-ch-toa-r1-r2-r3-r4-o-ngay-dep-tang-dep-cam-ket-gia-re-pr15034966,"(0941.934.009) cắt lỗ CH Goldmark City tòa R1,2,3,4, S1,3,4 ở ngay căn đẹp, tầng đẹp cam kết giá rẻ",https://file4.batdongsan.com.vn/crop/350x232/2020/10/12/20201012105200-5c92_wm.jpg,,74.55 m²,"Bắc Từ Liêm, Hà Nội","
                        Chúng tôi đang có rất nhiều các căn hộ tại chung cư Goldmark City - 136 Hồ Tùng Mậu, do chủ nhà không có nhu cầu sử dụng nên cần bán lại giá đảm bảo rất rẻ, nhiều căn hộ tầng đẹp, hướng đẹp.(Tất cả c
                    ",11/19/2020 10:28:01
27847180,/ban-nha-mat-pho-duong-dt-741-xa-tien-hung-2-prj-khu-do-thi-phuc-hop-canh-quan-cat-tuong-phu-hung/-gia-dau-tu-xu-the-cua-lai-gan-pr27847180,Nhà phố giá đầu tư & xu thế của tương lai gần,https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119074253-f4fd_wm.jpg,,130 m²,"Đồng Xoài, Bình Phước","
                        Cát Tường Phú Hưng ngoài vị trí cực kì hot như: Mặt tiền đường ĐT 741, mặt tiền tuyến tránh Quốc Lộ 14, đối diện KCN Đồng Xoài 3, nằm trung tâm của trung tâm thành phố Đồng Xoài. Cát Tường Phú Hưng còn nằm ở lõi KĐT - Dịch Vụ - Công nghiệp 6300 ha. Theo Ban QL khu kinh tế Bình Phước, do nhu cầu phát triển kinh tế địa phương nên cần thiết điều chỉnh, bổ sung quy hoạch mở rộng cũ
                    ",11/19/2020 10:18:32
27850678,/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-vinhomes-smart-city-dai-mo/-gia-re-dong-20-vay-80-lai-0-tang-vc-200tr-100tr-nt-75tr-lh-0916664220-pr27850678,Vinhomes Smart City giá rẻ đóng 20% - vay 80% lãi 0% tặng(VC 200tr + 100tr NT + 75tr) LH 0916664220,https://file4.batdongsan.com.vn/crop/350x232/2020/11/19/20201119101018-7631_wm.jpg,,Không xác định,"Nam Từ Liêm, Hà Nội","
                        KD Vinhomes xin thông báo chính sách ưu đãi đặc biệt kích cầu chưa từng có - siêu ưu đãi.
 - Chính sách mới tinh cho phân khu S1 và S2. Khách hàng chỉ đóng 20% - ngân hàng cho vay 80% với lãi suất 0%
                    ",11/19/2020 10:11:17
27133835,/ban-can-ho-chung-cu-duong-thuy-khue-phuong-thuy-khue-prj-sun-grand-city/-duplex-biet-thu-giua-kng-trung-view-tron-tay-cuoi-cung-cua-du-an-tline-0974380707-pr27133835,Căn hộ Duplex Sun 69 Thụy Khuê - đưa cả Hồ Tây vào phòng ngủ của bạn 0974380707,https://file4.batdongsan.com.vn/crop/350x232/2020/09/22/TOVQgCSK/20200922154015-beca_wm.jpg,,166 m²,"Tây Hồ, Hà Nội","
                        - Căn hộ Duplex Sun Grand City Thụy Khuê cuối cùng view trọn Hồ Tây, công viên Bách Thảo, View trọn thành phố Hà Nội từ trên cao. Giá chỉ từ 66 - 100 triệu/m2 sử dụng. - Căn hộ tầng dưới: 1 - 2 - 3 p
                    ",11/19/2020 09:38:13
